ID,Organização na busca,Areia(%),Argila(%),Silte(%),Pedregulho(%),IP,n (cm³/cm³),theta (cm³/cm³),psi (kPa)
1,1. Algarves C,73,3,24,0,6,0.49,0.003,38907.8
1,1. Algarves C,73,3,24,0,6,0.49,0.107,783.425
1,1. Algarves C,73,3,24,0,6,0.49,0.132,282.025
1,1. Algarves C,73,3,24,0,6,0.49,0.137,413.375
1,1. Algarves C,73,3,24,0,6,0.49,0.164,185.674
1,1. Algarves C,73,3,24,0,6,0.49,0.191,62.951
1,1. Algarves C,73,3,24,0,6,0.49,0.209,42.213
1,1. Algarves C,73,3,24,0,6,0.49,0.21,58.226
1,1. Algarves C,73,3,24,0,6,0.49,0.225,36.013
1,1. Algarves C,73,3,24,0,6,0.49,0.235,21.386
1,1. Algarves C,73,3,24,0,6,0.49,0.258,19.397
1,1. Algarves C,73,3,24,0,6,0.49,0.294,9.839
1,1. Algarves C,73,3,24,0,6,0.49,0.298,7.892
1,1. Algarves C,73,3,24,0,6,0.49,0.312,7.008
1,1. Algarves C,73,3,24,0,6,0.49,0.48,8.069
2,3. Areia,100,0,0,0,0,0.26,0.084,3.8
2,3. Areia,100,0,0,0,0,0.26,0.102,3.6
2,3. Areia,100,0,0,0,0,0.26,0.118,3.4
2,3. Areia,100,0,0,0,0,0.26,0.135,3.2
2,3. Areia,100,0,0,0,0,0.26,0.157,3
2,3. Areia,100,0,0,0,0,0.26,0.175,2.8
2,3. Areia,100,0,0,0,0,0.26,0.198,2.6
2,3. Areia,100,0,0,0,0,0.26,0.2175,2.4
2,3. Areia,100,0,0,0,0,0.26,0.232,2.2
2,3. Areia,100,0,0,0,0,0.26,0.2495,2
2,3. Areia,100,0,0,0,0,0.26,0.254,1.8
2,3. Areia,100,0,0,0,0,0.26,0.258,1.4
2,3. Areia,100,0,0,0,0,0.26,0.258,1
2,3. Areia,100,0,0,0,0,0.26,0.258,0.6
2,3. Areia,100,0,0,0,0,0.26,0.258,0
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.021,24920
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.063,11578.8
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.12,8883.35
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.132,5992.27
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.155,617.497
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.16,416.672
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.176,74.162
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.178,48.962
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.181,29.623
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.242,10.352
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.269,7.289
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.293,6.818
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.374,4.684
3,9. Areia Argilo-Siltosa,65,30,5,0,7,0.48,0.486,0.104
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.239,350
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.241,147.24
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.242,246.207
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.265,101.379
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.274,101.379
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.278,72.19
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.324,53.103
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.367,21.724
4,10. areia argilosa laterítica,52,36,12,0,23,0.36,0.401,2.414
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.006,292
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.007,263.8
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.007,280.2
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.008,252.8
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.011,177.3
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.012,212.2
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.013,182
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.013,29.17
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.016,231.5
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.018,136.45
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.024,187.2
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.031,108.45
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.038,181.9
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.045,10.15
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.052,3.45
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.075,0.95
5,15. Areia de duna Salvador-BA,100,0,0,0,0,0.37,0.079,0.95
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.172,738.317
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.174,308.531
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.175,633.62
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.177,418.602
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.18,212.84
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.182,301.686
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.186,208.144
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.188,103.561
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.191,103.535
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.196,48.239
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.201,48.221
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.202,25.614
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.207,25.052
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.213,25.04
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.218,10.461
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.224,10.23
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.231,10.225
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.344,4.621
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.403,1.044
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.412,1.043
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.422,1.02
6,21. Areia fina argilosa,61,28,11,0,9,0.49,0.428,1.042
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.2,130
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.202,120
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.204,110
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.209,100
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.212,90
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.22,80
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.23,70
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.246,60
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.269,50
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.306,40
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.352,30
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.373,25
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.39,20
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.406,15
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.416,10
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.424,5
7,25. Areia Franco Hanra Sharon,85,15,0,0,0,0.43,0.428,0
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.006,6000
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.007,4000
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.007,1350
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.008,450
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.01,155
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.014,80
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.015,40
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.021,19
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.04,9
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.06,6
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.1,4.4
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.12,3.7
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.176,2.85
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.236,2.3
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.3,1.9
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.382,1.05
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.385,0.9
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.4,0.1
8,32. Areia Rebovot,96.8,1.4,1.8,0,0,0.4,0.4,0.3
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.02,9364.58
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.028,834.919
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.039,1282.2
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.058,369.848
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.073,568.961
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.08,354.832
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.112,256.225
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.133,86.501
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.138,128.012
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.172,67.852
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.181,78.849
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.212,49.815
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.241,42.469
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.243,44.976
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.251,36.996
9,40. Arenito Botucatu,1,89,10,0,4,0.41,0.292,16.489
10,51. Argila laterítica,44,46,9,1,29,0.6,0.235,15670.2
10,51. Argila laterítica,44,46,9,1,29,0.6,0.278,10644.6
10,51. Argila laterítica,44,46,9,1,29,0.6,0.347,4532.16
10,51. Argila laterítica,44,46,9,1,29,0.6,0.369,3735.36
10,51. Argila laterítica,44,46,9,1,29,0.6,0.419,10.562
10,51. Argila laterítica,44,46,9,1,29,0.6,0.46,5.671
10,51. Argila laterítica,44,46,9,1,29,0.6,0.597,1.028
11,53. Argila Margalítica,,,,,35,,0.322,1707.28
11,53. Argila Margalítica,,,,,35,,0.35,904.022
11,53. Argila Margalítica,,,,,35,,0.375,508.874
11,53. Argila Margalítica,,,,,35,,0.402,315.335
11,53. Argila Margalítica,,,,,35,,0.429,208.086
11,53. Argila Margalítica,,,,,35,,0.454,134.704
11,53. Argila Margalítica,,,,,35,,0.481,99.153
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.3,697.248
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.305,513.522
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.306,394.775
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.315,386.692
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.319,394.775
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.32,297.199
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.323,303.98
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.33,99.808
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.331,200.549
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.339,104.167
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.341,48.545
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.348,50.678
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.353,25.205
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.361,26.309
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.368,10.52
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.381,10.508
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.547,1.048
12,54. Argila Silto -Arenosa,12,59,29,0,17,0.58,0.561,1.047
13,57. Caçapava compactado,,89,,,58,0.42,0.261,8342.54
13,57. Caçapava compactado,,89,,,58,0.42,0.295,616.385
13,57. Caçapava compactado,,89,,,58,0.42,0.334,74.759
13,57. Caçapava compactado,,89,,,58,0.42,0.377,16.955
13,57. Caçapava compactado,,89,,,58,0.42,0.426,5.541
13,57. Caçapava compactado,,89,,,58,0.42,0.466,3.475
13,57. Caçapava compactado,,89,,,58,0.42,0.494,2.236
13,58. Caçapava natural,,89,,,58,0.42,0.312,601.144
13,58. Caçapava natural,,89,,,58,0.42,0.362,24.913
13,58. Caçapava natural,,89,,,58,0.42,0.398,41.281
13,58. Caçapava natural,,89,,,58,0.42,0.452,5.728
13,58. Caçapava natural,,89,,,58,0.42,0.521,1.169
14,"60. Canabrava 1,00 m",52,24,24,0,9,0.38,0.204,288.538
14,"60. Canabrava 1,00 m",52,24,24,0,9,0.38,0.252,144.412
14,"60. Canabrava 1,00 m",52,24,24,0,9,0.38,0.291,72.248
14,"60. Canabrava 1,00 m",52,24,24,0,9,0.38,0.321,42.995
14,"60. Canabrava 1,00 m",52,24,24,0,9,0.38,0.337,20.996
14,"60. Canabrava 1,00 m",52,24,24,0,9,0.38,0.384,7.204
15,"61. Canabrava 1,45 m",79,19,2,0,5,0.26,0.1,69.329
15,"61. Canabrava 1,45 m",79,19,2,0,5,0.26,0.103,135.926
15,"61. Canabrava 1,45 m",79,19,2,0,5,0.26,0.104,277.192
15,"61. Canabrava 1,45 m",79,19,2,0,5,0.26,0.111,41.728
15,"61. Canabrava 1,45 m",79,19,2,0,5,0.26,0.121,22.357
15,"61. Canabrava 1,45 m",79,19,2,0,5,0.26,0.155,6.913
16,"62. Canabrava 1,80 m",61,22,17,0,14,0.26,0.084,271.052
16,"62. Canabrava 1,80 m",61,22,17,0,14,0.26,0.13,137.154
16,"62. Canabrava 1,80 m",61,22,17,0,14,0.26,0.142,68.193
16,"62. Canabrava 1,80 m",61,22,17,0,14,0.26,0.158,21.551
16,"62. Canabrava 1,80 m",61,22,17,0,14,0.26,0.162,40.935
16,"62. Canabrava 1,80 m",61,22,17,0,14,0.26,0.237,6.795
17,"63. Canabrava 1,95 m",76,21,2,1,7,0.24,0.114,279.461
17,"63. Canabrava 1,95 m",76,21,2,1,7,0.24,0.136,71.464
17,"63. Canabrava 1,95 m",76,21,2,1,7,0.24,0.146,138.778
17,"63. Canabrava 1,95 m",76,21,2,1,7,0.24,0.153,42.869
17,"63. Canabrava 1,95 m",76,21,2,1,7,0.24,0.163,22.515
17,"63. Canabrava 1,95 m",76,21,2,1,7,0.24,0.23,7.104
18,"64. Canabrava 2,75 m",77,21,2,0,8,0.26,0.082,278.45
18,"64. Canabrava 2,75 m",77,21,2,0,8,0.26,0.129,136.05
18,"64. Canabrava 2,75 m",77,21,2,0,8,0.26,0.141,70.34
18,"64. Canabrava 2,75 m",77,21,2,0,8,0.26,0.157,22.279
18,"64. Canabrava 2,75 m",77,21,2,0,8,0.26,0.16,43.09
18,"64. Canabrava 2,75 m",77,21,2,0,8,0.26,0.239,7.056
19,"69. Espinhaço de Gata (RJ_8,70m)",75,7,18,0,13,0.43,0.075,990.601
19,"69. Espinhaço de Gata (RJ_8,70m)",75,7,18,0,13,0.43,0.089,465.286
19,"69. Espinhaço de Gata (RJ_8,70m)",75,7,18,0,13,0.43,0.112,984.333
19,"69. Espinhaço de Gata (RJ_8,70m)",75,7,18,0,13,0.43,0.126,485.899
19,"69. Espinhaço de Gata (RJ_8,70m)",75,7,18,0,13,0.43,0.156,95.152
19,"69. Espinhaço de Gata (RJ_8,70m)",75,7,18,0,13,0.43,0.177,95.758
19,"69. Espinhaço de Gata (RJ_8,70m)",75,7,18,0,13,0.43,0.258,19.732
19,"69. Espinhaço de Gata (RJ_8,70m)",75,7,18,0,13,0.43,0.299,19.592
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.222,1005.74
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.242,495.471
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.247,99.383
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.255,988.762
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.267,497.7
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.284,96.651
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.291,20.362
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.309,20.898
20,"70. Espinhaço de Gata (RM_1,14m)",29,53,17,1,20,0.55,0.33,12.928
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.286,41.9
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.2873,36.8
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.2883,34
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.2892,32
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.2904,30
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.2917,28
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.293,26
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.294,25
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.295,24
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.296,23
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.2968,22
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.298,21
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.2992,20
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.301,19
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3026,18
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3045,17
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.307,16
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.309,15
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.312,13.8
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3143,13
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3177,12
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.32,11.5
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3212,11
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3255,10
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.328,9.45
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3305,9
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.333,8.5
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3365,8
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.34,7.6
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3445,7
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.35,6.5
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.3555,6
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.36,5.7
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.365,5.5
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.37,5.3
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.385,5.1
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.387,5
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.397,4.7
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.406,4
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.4102,3.5
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.413,3
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.414,2.55
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.416,2
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.416,1.45
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.416,1.1
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.416,0.88
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.416,0.5
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.416,0.38
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.416,0.1
21,86. Franco Argila Rideau,36.1,34.6,29.3,0,,0.42,0.416,0
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.166,78.708
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.182,41.989
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.194,58.076
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.202,61.379
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.208,48.88
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.22,56.029
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.226,60.157
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.234,48.602
22,104. GI (NSAT 2001),73,3,24,0,5,0.48,0.235,25.725
